%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1471704135528892614,0.15,0.200231659022,0.0,0.0,0.0,0.0
1471704135620510828,0.15,0.133137829202,0.0,0.0,0.0,-0.00229991579056
1471704135703210040,0.15,0.130640974094,0.0,0.0,0.0,0.0
1471704135778519376,0.15,0.131269905125,0.0,0.0,0.0,0.0
1471704135855004790,0.15,0.131269905125,0.0,0.0,0.0,0.0
1471704135931147054,0.15,0.131269905125,0.0,0.0,0.0,0.0
1471704136005001234,0.15,0.131269905125,0.0,0.0,0.0,0.0
1471704136079554261,0.15,0.131269905125,0.0,0.0,0.0,0.0
1471704136158712933,0.15,-0.268824280363,0.0,0.0,0.0,0.12168990469
1471704136243299480,0.15,-0.128539913389,0.0,0.0,0.0,0.1217670331
1471704136314309943,0.15,0.306853706726,0.0,0.0,0.0,-0.0153070201874
1471704136387626547,0.15,0.124954130964,0.0,0.0,0.0,-0.00558049583435
1471704136465660695,0.15,0.187268938981,0.0,0.0,0.0,-0.024957608223
1471704136544227092,0.15,0.150301785929,0.0,0.0,0.0,-0.0216207613945
1471704136620199823,0.15,0.123011570259,0.0,0.0,0.0,-0.0107250323296
1471704136701677510,0.15,-0.265228181213,0.0,0.0,0.0,0.118905652523
1471704136779744274,0.15,0.27694826487,0.0,0.0,0.0,-0.0167713274956
1471704136859086265,0.15,0.135303275814,0.0,0.0,0.0,-0.0185532679558
1471704136935996681,0.15,-0.262914868433,0.0,0.0,0.0,0.115700233936
1471704137011950942,0.15,0.282009217368,0.0,0.0,0.0,-0.0259660592079
1471704137085798525,0.15,0.129797442343,0.0,0.0,0.0,-0.0245179643631
1471704137162593162,0.15,0.139775245776,0.0,0.0,0.0,-0.0289386620522
1471704137237672019,0.15,-0.27029565223,0.0,0.0,0.0,0.11307780838
1471704137313109626,0.15,0.26717437427,0.0,0.0,0.0,-0.0312346329689
1471704137387439157,0.15,0.093768856456,0.0,0.0,0.0,-0.0194707622528
1471704137458641480,0.15,0.164878925989,0.0,0.0,0.0,-0.0449531188011
1471704137531447186,0.15,-0.207739571992,0.0,0.0,0.0,0.0835768470764
1471704137607593232,0.15,0.190663713479,0.0,0.0,0.0,-0.0201315989494
1471704137681108249,0.15,0.118749552046,0.0,0.0,0.0,-0.0309096088409
